case_id,creator_id,opened_date,case_type,case_channel,resolution_hours,first_contact_resolved,satisfaction_score,case_status
SC01385,CR0501,2025-06-24,Policy Question,Email,9.5,1,4.0,Closed
SC01386,CR0501,2025-05-15,Account Access,Phone,12.8,1,4.0,Closed
SC01387,CR0501,2025-05-07,Technical Issue,Phone,20.0,1,5.0,Closed
SC01388,CR0502,2025-02-21,Monetization,Email,10.8,1,5.0,Closed
SC01389,CR0503,2025-02-12,Monetization,Chat,19.5,1,3.0,Closed
SC01390,CR0503,2025-11-09,Policy Question,Chat,2.8,1,4.0,Closed
SC01391,CR0504,2025-11-11,Monetization,Chat,25.0,1,3.0,Closed
SC01392,CR0504,2025-04-03,Policy Question,Chat,43.5,1,3.0,Closed
SC01393,CR0505,2025-02-18,Monetization,Chat,6.0,1,5.0,Closed
SC01394,CR0506,2025-07-17,Policy Question,Email,7.0,0,5.0,Closed
SC01395,CR0506,2025-03-26,Analytics Question,Email,42.0,1,3.0,Closed
SC01396,CR0506,2025-05-05,Analytics Question,Email,6.0,0,5.0,Closed
SC01397,CR0507,2025-02-23,Monetization,Chat,41.8,1,4.0,Closed
SC01398,CR0507,2025-10-22,Technical Issue,Email,12.5,0,3.0,Closed
SC01399,CR0510,2025-09-12,Policy Question,Phone,4.2,1,5.0,Closed
SC01400,CR0511,2025-06-30,Account Access,Email,16.9,1,4.0,Closed
SC01401,CR0512,2025-12-02,Technical Issue,Email,6.0,0,4.0,Closed
SC01402,CR0512,2025-03-27,Account Access,Phone,21.9,0,4.0,Closed
SC01403,CR0512,2025-02-01,Monetization,Chat,4.5,1,4.0,Closed
SC01404,CR0512,2025-04-09,Policy Question,Email,19.1,0,4.0,Closed
SC01405,CR0512,2025-08-19,Policy Question,Email,12.1,0,5.0,Closed
SC01406,CR0512,2025-11-19,Monetization,Chat,,0,,Open
SC01407,CR0513,2025-02-13,Policy Question,Chat,9.6,1,4.0,Closed
SC01408,CR0513,2025-07-31,Technical Issue,Email,,0,,Open
SC01409,CR0514,2025-05-22,Policy Question,Chat,15.9,1,5.0,Closed
SC01410,CR0514,2025-06-02,Monetization,Chat,14.7,1,4.0,Closed
SC01411,CR0515,2025-11-29,Monetization,Email,8.5,1,5.0,Closed
SC01412,CR0515,2025-07-29,Monetization,Chat,16.1,1,4.0,Closed
SC01413,CR0515,2025-07-21,Policy Question,Email,15.2,1,5.0,Closed
SC01414,CR0516,2025-01-21,Technical Issue,Chat,11.4,0,5.0,Closed
SC01415,CR0516,2025-02-16,Monetization,Chat,15.9,1,4.0,Closed
SC01416,CR0516,2025-10-01,Policy Question,Email,8.9,1,4.0,Closed
SC01417,CR0516,2025-08-15,Technical Issue,Chat,,0,,Open
SC01418,CR0517,2025-06-20,Policy Question,Chat,,0,,Open
SC01419,CR0517,2025-09-12,Policy Question,Phone,20.5,0,4.0,Closed
SC01420,CR0517,2025-07-20,Analytics Question,Phone,4.5,1,5.0,Closed
SC01421,CR0518,2025-05-18,Monetization,Email,31.3,1,3.0,Closed
SC01422,CR0518,2025-05-11,Account Access,Chat,5.1,0,5.0,Closed
SC01423,CR0518,2025-11-21,Policy Question,Email,14.2,0,4.0,Closed
SC01424,CR0519,2025-04-13,Monetization,Phone,10.4,1,4.0,Closed
SC01425,CR0519,2025-04-10,Monetization,Chat,,0,,Open
SC01426,CR0519,2025-08-12,Policy Question,Email,9.1,0,4.0,Closed
SC01427,CR0520,2025-09-23,Policy Question,Chat,4.4,1,5.0,Closed
SC01428,CR0520,2025-03-20,Monetization,Chat,24.6,0,4.0,Closed
SC01429,CR0520,2025-01-11,Technical Issue,Chat,26.0,1,4.0,Closed
SC01430,CR0521,2025-09-10,Analytics Question,Chat,,0,,Open
SC01431,CR0521,2025-04-10,Policy Question,Chat,4.7,1,5.0,Closed
SC01432,CR0521,2025-03-09,Policy Question,Chat,11.3,1,5.0,Closed
SC01433,CR0521,2025-07-07,Monetization,Phone,16.3,0,5.0,Closed
SC01434,CR0521,2025-07-27,Monetization,Phone,8.8,1,5.0,Closed
SC01435,CR0522,2025-12-25,Policy Question,Phone,9.3,1,5.0,Closed
SC01436,CR0523,2025-08-10,Account Access,Phone,,0,,Open
SC01437,CR0523,2025-08-26,Account Access,Email,5.4,1,5.0,Closed
SC01438,CR0523,2025-11-30,Monetization,Email,25.5,1,4.0,Closed
SC01439,CR0524,2025-09-02,Technical Issue,Chat,6.2,0,4.0,Closed
SC01440,CR0525,2025-07-31,Analytics Question,Chat,3.5,0,5.0,Closed
SC01441,CR0525,2025-09-10,Technical Issue,Email,20.6,1,3.0,Closed
SC01442,CR0525,2025-07-13,Policy Question,Email,26.8,0,4.0,Closed
SC01443,CR0525,2025-01-30,Monetization,Phone,3.5,0,5.0,Closed
SC01444,CR0526,2025-03-06,Policy Question,Chat,7.3,1,5.0,Closed
SC01445,CR0526,2025-12-24,Account Access,Chat,5.3,1,5.0,Closed
SC01446,CR0527,2025-02-22,Policy Question,Email,12.4,0,5.0,Closed
SC01447,CR0527,2025-07-31,Account Access,Chat,9.8,0,5.0,Closed
SC01448,CR0527,2025-12-07,Policy Question,Email,18.6,1,4.0,Closed
SC01449,CR0527,2025-09-30,Account Access,Chat,10.1,1,5.0,Closed
SC01450,CR0528,2025-06-22,Monetization,Chat,45.3,1,3.0,Closed
SC01451,CR0528,2025-08-17,Policy Question,Chat,26.8,1,3.0,Closed
SC01452,CR0528,2025-07-02,Monetization,Chat,8.5,0,5.0,Closed
SC01453,CR0529,2025-02-08,Monetization,Chat,30.9,1,4.0,Closed
SC01454,CR0529,2025-06-16,Policy Question,Chat,12.9,1,5.0,Closed
SC01455,CR0529,2025-02-16,Technical Issue,Phone,13.5,1,4.0,Closed
SC01456,CR0530,2025-04-20,Monetization,Chat,40.9,0,3.0,Closed
SC01457,CR0530,2025-08-23,Policy Question,Phone,12.5,0,3.0,Closed
SC01458,CR0530,2025-09-19,Technical Issue,Email,16.8,1,4.0,Closed
SC01459,CR0531,2025-10-05,Monetization,Email,8.7,1,5.0,Closed
SC01460,CR0531,2025-03-25,Policy Question,Phone,23.1,0,4.0,Closed
SC01461,CR0532,2025-10-05,Account Access,Chat,15.6,0,4.0,Closed
SC01462,CR0532,2025-07-21,Monetization,Chat,3.6,0,4.0,Closed
SC01463,CR0532,2025-05-25,Policy Question,Chat,10.4,1,4.0,Closed
SC01464,CR0533,2025-05-28,Account Access,Phone,22.4,1,3.0,Closed
SC01465,CR0533,2025-04-08,Monetization,Chat,13.8,1,4.0,Closed
SC01466,CR0533,2025-06-01,Account Access,Phone,7.0,0,5.0,Closed
SC01467,CR0533,2025-07-17,Analytics Question,Chat,4.2,1,5.0,Closed
SC01468,CR0533,2025-04-17,Technical Issue,Phone,7.1,0,4.0,Closed
SC01469,CR0533,2025-05-30,Analytics Question,Email,6.7,1,5.0,Closed
SC01470,CR0533,2025-03-21,Technical Issue,Email,3.8,0,4.0,Closed
SC01471,CR0534,2025-04-17,Monetization,Chat,30.8,1,5.0,Closed
SC01472,CR0534,2025-09-27,Policy Question,Phone,17.9,1,2.0,Closed
SC01473,CR0536,2025-01-24,Account Access,Email,20.7,1,5.0,Closed
SC01474,CR0536,2025-12-27,Policy Question,Phone,5.1,1,5.0,Closed
SC01475,CR0536,2025-09-06,Technical Issue,Email,26.8,1,3.0,Closed
SC01476,CR0536,2025-08-05,Monetization,Email,14.7,1,5.0,Closed
SC01477,CR0537,2025-02-13,Technical Issue,Email,12.5,0,3.0,Closed
SC01478,CR0537,2025-02-22,Monetization,Email,14.0,1,4.0,Closed
SC01479,CR0537,2025-06-04,Technical Issue,Chat,66.0,1,2.0,Closed
SC01480,CR0537,2025-12-16,Monetization,Email,2.8,1,5.0,Closed
SC01481,CR0538,2025-08-10,Account Access,Email,11.0,0,3.0,Closed
SC01482,CR0538,2025-11-07,Analytics Question,Phone,4.2,0,5.0,Closed
SC01483,CR0539,2025-04-04,Technical Issue,Email,8.5,1,4.0,Closed
SC01484,CR0539,2025-11-11,Policy Question,Email,6.6,1,3.0,Closed
SC01485,CR0539,2025-03-17,Policy Question,Chat,13.3,0,3.0,Closed
SC01486,CR0540,2025-12-15,Technical Issue,Chat,15.9,1,5.0,Closed
SC01487,CR0540,2025-01-05,Technical Issue,Email,4.4,0,4.0,Closed
SC01488,CR0540,2025-02-12,Monetization,Phone,5.5,1,4.0,Closed
SC01489,CR0541,2025-06-15,Account Access,Phone,9.2,1,5.0,Closed
SC01490,CR0542,2025-11-28,Technical Issue,Chat,5.0,1,5.0,Closed
SC01491,CR0542,2025-11-13,Account Access,Email,2.7,1,5.0,Closed
SC01492,CR0542,2025-12-06,Analytics Question,Chat,4.0,0,5.0,Closed
SC01493,CR0544,2025-06-19,Analytics Question,Email,5.5,1,5.0,Closed
SC01494,CR0544,2025-11-16,Policy Question,Phone,18.4,1,5.0,Closed
SC01495,CR0544,2025-03-03,Analytics Question,Email,23.0,1,4.0,Closed
SC01496,CR0545,2025-09-15,Monetization,Chat,10.9,0,4.0,Closed
SC01497,CR0545,2025-02-05,Technical Issue,Email,5.7,0,4.0,Closed
SC01498,CR0545,2025-02-10,Technical Issue,Chat,7.0,1,5.0,Closed
SC01499,CR0545,2025-10-09,Technical Issue,Email,,0,,Open
SC01500,CR0545,2025-10-11,Technical Issue,Chat,5.9,1,5.0,Closed
SC01501,CR0546,2025-10-31,Account Access,Email,25.4,0,2.0,Closed
SC01502,CR0546,2025-07-31,Policy Question,Chat,12.2,0,4.0,Closed
SC01503,CR0546,2025-10-15,Technical Issue,Phone,11.5,1,4.0,Closed
SC01504,CR0546,2025-02-14,Policy Question,Chat,5.8,1,5.0,Closed
SC01505,CR0547,2025-03-26,Analytics Question,Chat,7.9,1,4.0,Closed
SC01506,CR0547,2025-11-21,Monetization,Email,21.0,0,4.0,Closed
SC01507,CR0547,2025-07-26,Account Access,Email,11.5,0,5.0,Closed
SC01508,CR0547,2025-11-18,Account Access,Email,1.1,1,5.0,Closed
SC01509,CR0548,2025-04-04,Account Access,Chat,25.1,1,4.0,Closed
SC01510,CR0548,2025-03-31,Account Access,Phone,,0,,Open
SC01511,CR0549,2025-12-31,Monetization,Chat,5.6,0,5.0,Closed
SC01512,CR0550,2025-01-26,Analytics Question,Phone,2.9,0,5.0,Closed
SC01513,CR0550,2025-08-22,Account Access,Email,12.3,0,4.0,Closed
SC01514,CR0550,2025-07-29,Policy Question,Phone,14.0,1,3.0,Closed
SC01515,CR0550,2025-08-21,Analytics Question,Email,8.6,1,4.0,Closed
SC01516,CR0551,2025-06-13,Technical Issue,Phone,,0,,Open
SC01517,CR0551,2025-01-27,Technical Issue,Chat,14.1,1,4.0,Closed
SC01518,CR0551,2025-04-07,Analytics Question,Chat,4.8,1,5.0,Closed
SC01519,CR0551,2025-04-22,Account Access,Email,5.9,1,5.0,Closed
SC01520,CR0551,2025-12-29,Technical Issue,Chat,10.3,1,5.0,Closed
SC01521,CR0551,2025-01-30,Policy Question,Chat,11.1,0,5.0,Closed
SC01522,CR0551,2025-08-31,Monetization,Email,18.8,1,4.0,Closed
SC01523,CR0552,2025-05-02,Technical Issue,Chat,19.2,1,5.0,Closed
SC01524,CR0552,2025-03-14,Technical Issue,Email,,0,,Open
SC01525,CR0552,2025-09-07,Monetization,Phone,12.0,1,5.0,Closed
SC01526,CR0553,2025-04-10,Account Access,Email,29.5,1,3.0,Closed
SC01527,CR0554,2025-03-22,Analytics Question,Chat,3.0,1,5.0,Closed
SC01528,CR0554,2025-04-14,Analytics Question,Email,3.2,0,5.0,Closed
SC01529,CR0554,2025-06-27,Technical Issue,Phone,8.0,0,5.0,Closed
SC01530,CR0555,2025-10-28,Monetization,Phone,4.7,1,5.0,Closed
SC01531,CR0555,2025-07-25,Policy Question,Email,5.5,1,3.0,Closed
SC01532,CR0556,2025-11-26,Policy Question,Chat,11.9,1,4.0,Closed
SC01533,CR0556,2025-10-25,Technical Issue,Email,6.0,0,4.0,Closed
SC01534,CR0556,2025-04-10,Monetization,Chat,27.4,1,3.0,Closed
SC01535,CR0556,2025-09-20,Account Access,Chat,11.4,1,3.0,Closed
SC01536,CR0557,2025-12-09,Monetization,Email,19.9,0,3.0,Closed
SC01537,CR0558,2025-10-07,Technical Issue,Chat,11.0,1,4.0,Closed
SC01538,CR0558,2025-06-06,Monetization,Chat,5.6,1,5.0,Closed
SC01539,CR0558,2025-09-11,Technical Issue,Email,12.0,0,5.0,Closed
SC01540,CR0558,2025-08-12,Monetization,Chat,49.4,0,2.0,Closed
SC01541,CR0558,2025-01-26,Monetization,Email,5.1,1,5.0,Closed
SC01542,CR0558,2025-01-26,Policy Question,Email,,0,,Open
SC01543,CR0558,2025-07-13,Technical Issue,Email,25.3,1,4.0,Closed
SC01544,CR0558,2025-08-13,Monetization,Email,6.6,1,5.0,Closed
SC01545,CR0558,2025-04-12,Policy Question,Email,8.3,1,5.0,Closed
SC01546,CR0558,2025-12-21,Monetization,Phone,25.3,1,3.0,Closed
SC01547,CR0558,2025-11-25,Policy Question,Email,15.1,1,5.0,Closed
SC01548,CR0559,2025-09-26,Technical Issue,Email,21.7,1,4.0,Closed
SC01549,CR0559,2025-04-21,Account Access,Email,2.2,1,5.0,Closed
SC01550,CR0559,2025-09-07,Monetization,Chat,11.4,0,4.0,Closed
SC01551,CR0560,2025-10-08,Monetization,Chat,7.8,1,4.0,Closed
SC01552,CR0560,2025-04-22,Analytics Question,Phone,3.3,1,5.0,Closed
SC01553,CR0561,2025-12-03,Technical Issue,Email,,0,,Open
SC01554,CR0562,2025-10-20,Monetization,Email,42.7,0,2.0,Closed
SC01555,CR0562,2025-05-26,Policy Question,Phone,4.2,1,5.0,Closed
SC01556,CR0562,2025-12-05,Policy Question,Chat,10.5,0,5.0,Closed
SC01557,CR0562,2025-01-11,Account Access,Email,,0,,Open
SC01558,CR0563,2025-11-19,Analytics Question,Email,3.8,0,5.0,Closed
SC01559,CR0563,2025-11-23,Policy Question,Chat,6.0,1,4.0,Closed
SC01560,CR0563,2025-04-23,Account Access,Chat,8.0,1,4.0,Closed
SC01561,CR0563,2025-09-22,Analytics Question,Chat,13.4,0,5.0,Closed
SC01562,CR0565,2025-08-19,Monetization,Chat,9.2,0,4.0,Closed
SC01563,CR0566,2025-08-29,Technical Issue,Phone,15.7,1,5.0,Closed
SC01564,CR0566,2025-06-18,Monetization,Chat,8.7,1,4.0,Closed
SC01565,CR0566,2025-10-12,Monetization,Chat,29.9,1,4.0,Closed
SC01566,CR0566,2025-01-30,Policy Question,Email,5.0,0,4.0,Closed
SC01567,CR0566,2025-07-19,Account Access,Phone,5.5,0,4.0,Closed
SC01568,CR0566,2025-07-01,Policy Question,Email,9.5,1,5.0,Closed
SC01569,CR0567,2025-11-22,Technical Issue,Phone,17.9,1,4.0,Closed
SC01570,CR0567,2025-06-25,Technical Issue,Chat,4.0,0,5.0,Closed
SC01571,CR0567,2025-01-18,Policy Question,Email,52.1,1,2.0,Closed
SC01572,CR0567,2025-10-06,Policy Question,Chat,14.8,1,4.0,Closed
SC01573,CR0567,2025-12-06,Analytics Question,Phone,1.0,1,5.0,Closed
SC01574,CR0567,2025-05-01,Policy Question,Phone,,0,,Open
SC01575,CR0568,2025-09-30,Policy Question,Chat,9.0,1,5.0,Closed
SC01576,CR0568,2025-07-16,Monetization,Phone,3.3,0,5.0,Closed
SC01577,CR0569,2025-04-01,Monetization,Phone,8.2,1,5.0,Closed
SC01578,CR0569,2025-07-09,Analytics Question,Email,,0,,Open
SC01579,CR0569,2025-11-22,Technical Issue,Phone,17.2,0,4.0,Closed
SC01580,CR0569,2025-10-10,Account Access,Email,3.7,0,4.0,Closed
SC01581,CR0569,2025-03-27,Policy Question,Phone,26.6,0,4.0,Closed
SC01582,CR0570,2025-06-16,Policy Question,Phone,6.4,1,5.0,Closed
SC01583,CR0570,2025-07-11,Technical Issue,Phone,9.2,1,5.0,Closed
SC01584,CR0570,2025-05-03,Monetization,Chat,7.8,1,5.0,Closed
SC01585,CR0571,2025-11-22,Account Access,Email,,0,,Open
SC01586,CR0571,2025-06-19,Policy Question,Email,13.8,1,4.0,Closed
SC01587,CR0571,2025-05-03,Account Access,Email,9.6,0,5.0,Closed
SC01588,CR0571,2025-03-15,Monetization,Chat,13.7,1,3.0,Closed
SC01589,CR0572,2025-06-16,Account Access,Email,1.3,0,4.0,Closed
SC01590,CR0572,2025-11-06,Technical Issue,Email,8.7,1,4.0,Closed
SC01591,CR0572,2025-07-25,Analytics Question,Chat,11.2,1,5.0,Closed
SC01592,CR0573,2025-06-04,Policy Question,Email,3.4,0,4.0,Closed
SC01593,CR0574,2025-03-24,Analytics Question,Email,2.1,1,5.0,Closed
SC01594,CR0574,2025-12-12,Account Access,Email,10.1,0,4.0,Closed
SC01595,CR0574,2025-08-12,Account Access,Email,8.5,1,5.0,Closed
SC01596,CR0574,2025-06-24,Technical Issue,Chat,7.7,0,5.0,Closed
SC01597,CR0575,2025-05-12,Account Access,Phone,5.2,1,5.0,Closed
SC01598,CR0576,2025-06-30,Monetization,Phone,3.9,1,5.0,Closed
SC01599,CR0576,2025-04-28,Technical Issue,Phone,24.7,1,4.0,Closed
SC01600,CR0576,2025-02-25,Monetization,Chat,27.1,1,3.0,Closed
SC01601,CR0576,2025-07-27,Analytics Question,Phone,5.2,1,4.0,Closed
SC01602,CR0577,2025-12-26,Account Access,Chat,3.9,0,4.0,Closed
SC01603,CR0577,2025-10-26,Monetization,Email,23.3,0,4.0,Closed
SC01604,CR0577,2025-06-20,Monetization,Email,13.0,0,4.0,Closed
SC01605,CR0578,2025-02-25,Monetization,Phone,27.3,1,4.0,Closed
SC01606,CR0578,2025-09-05,Policy Question,Phone,6.3,1,5.0,Closed
SC01607,CR0579,2025-06-18,Analytics Question,Email,3.5,1,5.0,Closed
SC01608,CR0579,2025-01-11,Policy Question,Email,4.1,1,5.0,Closed
SC01609,CR0579,2025-09-23,Technical Issue,Phone,13.0,0,5.0,Closed
SC01610,CR0579,2025-07-01,Policy Question,Phone,,0,,Open
SC01611,CR0580,2025-05-13,Monetization,Chat,40.1,1,4.0,Closed
SC01612,CR0581,2025-10-07,Monetization,Chat,,0,,Open
SC01613,CR0581,2025-05-04,Technical Issue,Chat,4.4,1,5.0,Closed
SC01614,CR0581,2025-07-25,Account Access,Email,8.1,1,4.0,Closed
SC01615,CR0581,2025-10-21,Technical Issue,Chat,25.0,1,5.0,Closed
SC01616,CR0582,2025-06-22,Monetization,Phone,17.5,0,4.0,Closed
SC01617,CR0582,2025-11-13,Analytics Question,Email,3.7,1,5.0,Closed
SC01618,CR0582,2025-02-01,Monetization,Email,8.4,1,3.0,Closed
SC01619,CR0583,2025-05-18,Monetization,Phone,10.8,1,5.0,Closed
SC01620,CR0583,2025-08-01,Monetization,Phone,8.8,1,5.0,Closed
SC01621,CR0583,2025-04-06,Analytics Question,Chat,13.0,0,4.0,Closed
SC01622,CR0584,2025-02-21,Analytics Question,Phone,4.2,1,5.0,Closed
SC01623,CR0584,2025-06-18,Analytics Question,Chat,5.4,1,5.0,Closed
SC01624,CR0584,2025-06-16,Policy Question,Email,110.0,0,1.0,Closed
SC01625,CR0585,2025-09-06,Policy Question,Email,12.3,1,5.0,Closed
SC01626,CR0585,2025-01-15,Analytics Question,Chat,10.0,1,5.0,Closed
SC01627,CR0585,2025-10-27,Account Access,Chat,17.4,1,4.0,Closed
SC01628,CR0585,2025-03-06,Analytics Question,Phone,6.5,1,5.0,Closed
SC01629,CR0586,2025-12-18,Monetization,Email,4.3,1,5.0,Closed
SC01630,CR0586,2025-01-23,Technical Issue,Chat,4.7,1,5.0,Closed
SC01631,CR0586,2025-01-06,Technical Issue,Email,6.3,1,4.0,Closed
SC01632,CR0588,2025-03-30,Account Access,Phone,7.8,0,5.0,Closed
SC01633,CR0588,2025-08-25,Account Access,Chat,22.1,1,4.0,Closed
SC01634,CR0589,2025-09-02,Account Access,Email,5.4,1,3.0,Closed
SC01635,CR0589,2025-03-13,Technical Issue,Email,10.6,1,4.0,Closed
SC01636,CR0590,2025-08-07,Monetization,Chat,14.6,1,5.0,Closed
SC01637,CR0590,2025-11-20,Monetization,Chat,10.2,1,3.0,Closed
SC01638,CR0590,2025-01-29,Monetization,Email,,0,,Open
SC01639,CR0590,2025-10-11,Account Access,Chat,19.5,1,4.0,Closed
SC01640,CR0590,2025-06-06,Monetization,Chat,19.1,1,5.0,Closed
SC01641,CR0590,2025-01-10,Technical Issue,Chat,10.7,0,5.0,Closed
SC01642,CR0590,2025-11-20,Policy Question,Phone,4.5,0,5.0,Closed
SC01643,CR0591,2025-03-30,Account Access,Chat,4.1,0,5.0,Closed
SC01644,CR0593,2025-07-27,Monetization,Email,4.2,1,4.0,Closed
SC01645,CR0593,2025-09-11,Analytics Question,Email,4.2,1,5.0,Closed
SC01646,CR0593,2025-03-11,Policy Question,Phone,5.7,1,4.0,Closed
SC01647,CR0593,2025-03-25,Technical Issue,Chat,8.1,0,4.0,Closed
SC01648,CR0593,2025-05-23,Policy Question,Chat,6.6,0,4.0,Closed
SC01649,CR0594,2025-04-25,Policy Question,Email,8.9,1,5.0,Closed
SC01650,CR0594,2025-06-03,Analytics Question,Email,6.4,1,4.0,Closed
SC01651,CR0595,2025-12-02,Monetization,Email,13.0,0,5.0,Closed
SC01652,CR0595,2025-02-07,Monetization,Email,25.1,1,4.0,Closed
SC01653,CR0595,2025-03-22,Monetization,Chat,12.0,1,5.0,Closed
SC01654,CR0595,2025-11-21,Policy Question,Phone,13.8,1,4.0,Closed
SC01655,CR0596,2025-08-26,Technical Issue,Chat,3.2,1,5.0,Closed
SC01656,CR0596,2025-12-23,Policy Question,Phone,11.9,0,5.0,Closed
SC01657,CR0596,2025-02-05,Monetization,Chat,7.0,0,5.0,Closed
SC01658,CR0598,2025-03-10,Technical Issue,Email,16.0,1,4.0,Closed
SC01659,CR0598,2025-07-02,Monetization,Email,14.3,0,3.0,Closed
SC01660,CR0598,2025-07-27,Monetization,Email,2.6,0,3.0,Closed
SC01661,CR0599,2025-07-27,Technical Issue,Phone,13.8,1,4.0,Closed
SC01662,CR0599,2025-04-03,Technical Issue,Phone,24.3,0,4.0,Closed
SC01663,CR0600,2025-05-22,Monetization,Email,4.6,0,4.0,Closed
SC01664,CR0600,2025-05-13,Analytics Question,Chat,8.4,1,5.0,Closed
SC01665,CR0600,2025-12-05,Monetization,Email,4.2,1,5.0,Closed
SC01666,CR0600,2025-12-12,Analytics Question,Chat,3.2,1,5.0,Closed
SC01667,CR0600,2025-07-03,Analytics Question,Phone,12.4,1,5.0,Closed
SC01668,CR0601,2025-11-05,Policy Question,Email,58.1,1,1.0,Closed
SC01669,CR0601,2025-03-18,Account Access,Chat,25.0,0,4.0,Closed
SC01670,CR0602,2025-12-01,Account Access,Email,19.7,1,4.0,Closed
SC01671,CR0602,2025-12-07,Analytics Question,Phone,3.7,1,5.0,Closed
SC01672,CR0603,2025-08-09,Account Access,Email,3.5,0,5.0,Closed
SC01673,CR0603,2025-04-05,Monetization,Phone,10.2,1,4.0,Closed
SC01674,CR0604,2025-03-06,Analytics Question,Email,1.8,0,5.0,Closed
SC01675,CR0604,2025-06-18,Policy Question,Email,,0,,Open
SC01676,CR0604,2025-05-22,Analytics Question,Email,13.6,1,4.0,Closed
SC01677,CR0604,2025-07-21,Technical Issue,Chat,4.4,1,4.0,Closed
SC01678,CR0604,2025-03-03,Technical Issue,Email,11.9,1,5.0,Closed
SC01679,CR0604,2025-05-26,Account Access,Phone,10.7,1,4.0,Closed
SC01680,CR0606,2025-05-07,Analytics Question,Chat,6.4,1,5.0,Closed
SC01681,CR0606,2025-07-24,Monetization,Email,15.6,1,4.0,Closed
SC01682,CR0607,2025-02-08,Monetization,Email,15.9,0,3.0,Closed
SC01683,CR0607,2025-10-04,Technical Issue,Phone,15.4,0,4.0,Closed
SC01684,CR0607,2025-08-09,Monetization,Chat,23.7,1,4.0,Closed
SC01685,CR0607,2025-07-08,Account Access,Chat,2.8,0,5.0,Closed
SC01686,CR0608,2025-02-04,Monetization,Email,6.5,0,5.0,Closed
SC01687,CR0608,2025-06-11,Technical Issue,Email,7.2,0,4.0,Closed
SC01688,CR0608,2025-11-01,Monetization,Email,28.9,0,3.0,Closed
SC01689,CR0608,2025-07-12,Analytics Question,Email,3.5,1,4.0,Closed
SC01690,CR0608,2025-02-09,Monetization,Chat,15.3,1,5.0,Closed
SC01691,CR0609,2025-06-05,Technical Issue,Chat,19.2,0,3.0,Closed
SC01692,CR0609,2025-06-17,Account Access,Phone,3.7,0,4.0,Closed
SC01693,CR0610,2025-11-16,Policy Question,Email,15.2,1,4.0,Closed
SC01694,CR0611,2025-09-08,Monetization,Email,,0,,Open
SC01695,CR0611,2025-12-17,Policy Question,Chat,4.9,0,5.0,Closed
SC01696,CR0611,2025-05-07,Technical Issue,Email,42.4,0,3.0,Closed
SC01697,CR0611,2025-02-28,Technical Issue,Phone,4.6,1,5.0,Closed
SC01698,CR0612,2025-06-03,Technical Issue,Email,12.1,1,4.0,Closed
SC01699,CR0613,2025-09-22,Monetization,Email,8.8,0,5.0,Closed
SC01700,CR0614,2025-12-17,Policy Question,Email,8.7,1,4.0,Closed
SC01701,CR0615,2025-04-07,Analytics Question,Phone,11.4,0,4.0,Closed
SC01702,CR0615,2025-03-03,Policy Question,Email,17.0,1,5.0,Closed
SC01703,CR0615,2025-12-05,Monetization,Email,5.9,1,4.0,Closed
SC01704,CR0616,2025-03-28,Policy Question,Email,7.7,1,4.0,Closed
SC01705,CR0616,2025-04-24,Monetization,Email,4.4,1,5.0,Closed
SC01706,CR0616,2025-03-29,Monetization,Phone,10.7,1,5.0,Closed
SC01707,CR0617,2025-05-02,Account Access,Email,,0,,Open
SC01708,CR0617,2025-01-08,Account Access,Email,5.7,0,4.0,Closed
SC01709,CR0618,2025-10-25,Analytics Question,Email,21.8,1,5.0,Closed
SC01710,CR0618,2025-04-25,Account Access,Chat,24.5,1,3.0,Closed
SC01711,CR0618,2025-05-08,Analytics Question,Email,3.2,1,4.0,Closed
SC01712,CR0619,2025-02-04,Policy Question,Email,5.7,1,5.0,Closed
SC01713,CR0620,2025-03-23,Monetization,Email,11.2,1,5.0,Closed
SC01714,CR0620,2025-04-07,Monetization,Chat,11.9,0,5.0,Closed
SC01715,CR0620,2025-06-20,Technical Issue,Phone,,0,,Open
SC01716,CR0620,2025-08-19,Technical Issue,Phone,,0,,Open
SC01717,CR0620,2025-07-28,Monetization,Chat,18.7,1,4.0,Closed
SC01718,CR0621,2025-06-18,Policy Question,Email,7.1,1,5.0,Closed
SC01719,CR0621,2025-12-06,Account Access,Chat,11.8,1,4.0,Closed
SC01720,CR0621,2025-11-05,Policy Question,Email,8.7,1,3.0,Closed
SC01721,CR0624,2025-07-17,Monetization,Phone,2.9,0,4.0,Closed
SC01722,CR0624,2025-05-25,Analytics Question,Chat,6.1,0,5.0,Closed
SC01723,CR0624,2025-12-24,Technical Issue,Phone,6.0,0,5.0,Closed
SC01724,CR0624,2025-10-09,Technical Issue,Chat,5.5,1,4.0,Closed
SC01725,CR0624,2025-07-10,Analytics Question,Phone,5.7,0,4.0,Closed
SC01726,CR0624,2025-03-26,Analytics Question,Chat,15.8,0,4.0,Closed
SC01727,CR0624,2025-06-27,Analytics Question,Email,1.8,1,4.0,Closed
SC01728,CR0624,2025-10-04,Policy Question,Chat,11.5,1,4.0,Closed
SC01729,CR0624,2025-04-11,Account Access,Chat,2.9,1,4.0,Closed
SC01730,CR0626,2025-12-03,Account Access,Chat,10.8,1,5.0,Closed
SC01731,CR0626,2025-12-25,Account Access,Phone,8.5,1,5.0,Closed
SC01732,CR0626,2025-03-06,Technical Issue,Chat,16.3,1,4.0,Closed
